route_id,service_id,trip_id,trip_headsign
2,Rail MTuWThF-XHol_20260823,KPL__0__8208__RAIL__Rail_MTuWThF-XHol_20260823,Porirua Station
5,Rail SaSu + Hol_20260823,HVL__1__3869__RAIL__Rail_SaSu_+_Hol_20260823,Wellington Station
5,Rail MTuWThF-XHol_20260823,HVL__0__4618__RAIL__Rail_MTuWThF-XHol_20260823,Upper Hutt
5,Rail SaSu + Hol_20260823,HVL__0__3870__RAIL__Rail_SaSu_+_Hol_20260823,Upper Hutt
2,Rail SaSu + Hol_20260823,KPL__0__6444__RAIL__Rail_SaSu_+_Hol_20260823,Waikanae
5,Rail SaSu + Hol_20260823,HVL__1__3831__RAIL__Rail_SaSu_+_Hol_20260823,Wellington Station
6,Rail MTuWThF-XHol_20260823,JVL__0__9240__RAIL__Rail_MTuWThF-XHol_20260823,Johnsonville
5,Rail SaSu + Hol_20260823,HVL__0__3848__RAIL__Rail_SaSu_+_Hol_20260823,Upper Hutt
2,Rail MTuWThF-XHol_20260823,KPL__1__6301__RAIL__Rail_MTuWThF-XHol_20260823,Wellington Station
6,Rail SaSu + Hol_20260823,JVL__1__9349__RAIL__Rail_SaSu_+_Hol_20260823,Wellington Station
5,Rail SaSu + Hol_20260823,HVL__0__3838__RAIL__Rail_SaSu_+_Hol_20260823,Upper Hutt
