route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
152361,1874,379396625,GVB:50:61676,Isolatorweg,61676,,1,,1624813,0,1
152361,1874,379396626,GVB:50:61771,Gein,61771,,0,,1624809,0,1
152361,1874,379396627,GVB:50:61749,Isolatorweg,61749,,1,,1624811,0,1
152361,1874,379396628,GVB:50:61701,Gein,61701,,0,,1624810,0,1
152361,1874,379396629,GVB:50:61801,Isolatorweg,61801,,1,,1624813,0,1
152361,1874,379396630,GVB:50:61720,Gein,61720,,0,,1624809,0,1
152361,1874,379396631,GVB:50:61593,Isolatorweg,61593,,1,,1624811,0,1
152361,1874,379396632,GVB:50:61653,Gein,61653,,0,,1624810,0,1
152361,1874,379396633,GVB:50:61623,Isolatorweg,61623,,1,,1624812,0,1
152361,1874,379396634,GVB:50:61677,Gein,61677,,0,,1624809,0,1
152361,1874,379396635,GVB:50:61772,Isolatorweg,61772,,1,,1624814,0,1
152361,1874,379396636,GVB:50:61750,Gein,61750,,0,,1624809,0,1
152361,1874,379396637,GVB:50:61702,Isolatorweg,61702,,1,,1624812,0,1
152361,1874,379396638,GVB:50:61802,Gein,61802,,0,,1624810,0,1
152361,1874,379396639,GVB:50:61721,Isolatorweg,61721,,1,,1624814,0,1
152361,1874,379396640,GVB:50:61594,Gein,61594,,0,,1624809,0,1
152361,1874,379396641,GVB:50:61656,Isolatorweg,61656,,1,,1624814,0,1
152361,1874,379396642,GVB:50:61626,Gein,61626,,0,,1624810,0,1
152361,1874,379396643,GVB:50:61678,Isolatorweg,61678,,1,,1624814,0,1
152361,1874,379396644,GVB:50:61775,Gein,61775,,0,,1624809,0,1
152361,1874,379396645,GVB:50:61751,Isolatorweg,61751,,1,,1624814,0,1
152361,1874,379396646,GVB:50:61722,Gein,61722,,0,,1624816,0,1
152361,1874,379396647,GVB:50:61595,Isolatorweg,61595,,1,,1624814,0,1
152361,1874,379396648,GVB:50:61657,Gein,61657,,0,,1624815,0,1
152361,1874,379396649,GVB:50:61627,Isolatorweg,61627,,1,,1624812,0,1
152361,1874,379396650,GVB:50:61679,Gein,61679,,0,,1624816,0,1
152361,1874,379396651,GVB:50:61776,Isolatorweg,61776,,1,,1624814,0,1
152361,1874,379396652,GVB:50:61752,Gein,61752,,0,,1624815,0,1
152361,1874,379396653,GVB:50:61723,Isolatorweg,61723,,1,,1624812,0,1
152361,1874,379396654,GVB:50:61596,Gein,61596,,0,,1624816,0,1
152361,1874,379396655,GVB:50:61658,Isolatorweg,61658,,1,,1624814,0,1
152361,1874,379396656,GVB:50:61628,Gein,61628,,0,,1624816,0,1
152361,1874,379396657,GVB:50:61680,Isolatorweg,61680,,1,,1624812,0,1
152361,1874,379396658,GVB:50:61777,Gein,61777,,0,,1624815,0,1
152361,1874,379396659,GVB:50:61753,Isolatorweg,61753,,1,,1624814,0,1
152361,1874,379396660,GVB:50:61724,Gein,61724,,0,,1624815,0,1
152361,1874,379396661,GVB:50:61597,Isolatorweg,61597,,1,,1624813,0,1
152361,1874,379396662,GVB:50:61659,Gein,61659,,0,,1624815,0,1
152361,1874,379396663,GVB:50:61629,Isolatorweg,61629,,1,,1624813,0,1
152361,1874,379396664,GVB:50:61683,Gein,61683,,0,,1624809,0,1
152361,1874,379396665,GVB:50:61778,Isolatorweg,61778,,1,,1624811,0,1
152361,1874,379396666,GVB:50:61598,Gein,61598,,0,,1624809,0,1
152361,1874,379396667,GVB:50:61725,Isolatorweg,61725,,1,,1624811,0,1
152361,1874,379396668,GVB:50:61630,Gein,61630,,0,,1624809,0,1
152361,1874,379396669,GVB:50:61660,Isolatorweg,61660,,1,,1624811,0,1
152361,1874,379396670,GVB:50:61779,Gein,61779,,0,,1624809,0,1
152361,1874,379396671,GVB:50:61684,Isolatorweg,61684,,1,,1624811,0,1
152361,1874,379396672,GVB:50:61726,Gein,61726,,0,,1624809,0,1
