service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
74583.070926.31,1,1,1,1,1,0,0,20260907,20261002
74583.061026.31,1,1,1,1,1,0,0,20261006,20261217
74595.070926.31,1,1,1,1,1,0,0,20260907,20261002
74595.061026.31,1,1,1,1,1,0,0,20261006,20261217
74607.070926.31,1,1,1,1,1,0,0,20260907,20261002
74607.061026.31,1,1,1,1,1,0,0,20261006,20261217
74619.070926.31,1,1,1,1,1,0,0,20260907,20261002
74619.061026.31,1,1,1,1,1,0,0,20261006,20261217
74631.070926.31,1,1,1,1,1,0,0,20260907,20261002
74631.061026.31,1,1,1,1,1,0,0,20261006,20261217
74643.070926.31,1,1,1,1,1,0,0,20260907,20261002
74643.061026.31,1,1,1,1,1,0,0,20261006,20261217
74655.070926.31,1,1,1,1,1,0,0,20260907,20261002
74655.061026.31,1,1,1,1,1,0,0,20261006,20261217
74667.070926.31,1,1,1,1,1,0,0,20260907,20261002
74667.061026.31,1,1,1,1,1,0,0,20261006,20261217
74679.070926.31,1,1,1,1,1,0,0,20260907,20261002
74679.061026.31,1,1,1,1,1,0,0,20261006,20261217
74691.070926.31,1,1,1,1,1,0,0,20260907,20261002
74691.061026.31,1,1,1,1,1,0,0,20261006,20261217
74703.070926.31,1,1,1,1,1,0,0,20260907,20261002
74703.061026.31,1,1,1,1,1,0,0,20261006,20261217
74715.070926.31,1,1,1,1,1,0,0,20260907,20261002
74715.061026.31,1,1,1,1,1,0,0,20261006,20261217
74727.070926.31,1,1,1,1,1,0,0,20260907,20261002
74727.061026.31,1,1,1,1,1,0,0,20261006,20261217
74739.070926.31,1,1,1,1,1,0,0,20260907,20261002
74739.061026.31,1,1,1,1,1,0,0,20261006,20261217
74751.070926.31,1,1,1,1,1,0,0,20260907,20261002
74751.061026.31,1,1,1,1,1,0,0,20261006,20261217
74763.070926.31,1,1,1,1,1,0,0,20260907,20261002
74763.061026.31,1,1,1,1,1,0,0,20261006,20261217
74775.070926.31,1,1,1,1,1,0,0,20260907,20261002
74775.061026.31,1,1,1,1,1,0,0,20261006,20261217
74787.070926.31,1,1,1,1,1,0,0,20260907,20261002
74787.061026.31,1,1,1,1,1,0,0,20261006,20261217
74799.070926.31,1,1,1,1,1,0,0,20260907,20261002
74799.061026.31,1,1,1,1,1,0,0,20261006,20261217
74811.070926.31,1,1,1,1,1,0,0,20260907,20261002
74811.061026.31,1,1,1,1,1,0,0,20261006,20261217
74823.070926.31,1,1,1,1,1,0,0,20260907,20261002
74823.061026.31,1,1,1,1,1,0,0,20261006,20261217
74835.070926.31,1,1,1,1,1,0,0,20260907,20261002
74835.061026.31,1,1,1,1,1,0,0,20261006,20261217
74847.070926.31,1,1,1,1,1,0,0,20260907,20261002
74847.061026.31,1,1,1,1,1,0,0,20261006,20261217
74859.071026.62,0,1,1,1,1,1,0,20261007,20261217
74871.071026.62,0,1,1,1,1,1,0,20261007,20261217
74883.071026.62,0,1,1,1,1,1,0,20261007,20261217
69323.120926.96,0,0,0,0,0,1,1,20260912,20261004
69323.101026.96,0,0,0,0,0,1,1,20261010,20261213
69323.051026.1,1,0,0,0,0,0,0,20261005,20261005
69335.120926.96,0,0,0,0,0,1,1,20260912,20261004
69335.101026.96,0,0,0,0,0,1,1,20261010,20261213
69335.051026.1,1,0,0,0,0,0,0,20261005,20261005
69347.120926.96,0,0,0,0,0,1,1,20260912,20261004
69347.101026.96,0,0,0,0,0,1,1,20261010,20261213
